Fighter,Peak Elo
Yoji Anjo,980.17
Eddie Ruiz,980.17
Ramiro Hernandez,980.17
Kit Cope,980.13
Rodney Wallace,980.13
Stevie Lynch,980.12
Jay Silva,980.12
Willamy Freire,980.12
Mike Stumpf,980.12
Cristina Stanciu,980.12
Jay Perrin,980.12
Michihiro Omigawa,980.11
Saimon Oliveira,980.11
Brian Cobb,980.1
Chase Gormley,980.08
Derrick Noble,980.07
Jesse Sanders,980.07
Ericka Almeida,980.07
Michal Figlak,980.07
Klaudia Sygula,980.07
Floyd Sword,980.06
Scott Junk,980.06
Hannah Goldy,980.06
Silvana Gomez Juarez,980.06
Jordan Radev,980.05
Michael Patt,980.05
Jeff Cox,980.04
Todd Brown,980.04
Ryan Madigan,980.01
CJ Keith,980.01
Kevin Natividad,980.01
Teila Tuli,980.0
Zane Frazier,980.0
Art Jimmerson,980.0
Trent Jenkins,980.0
Sean Daugherty,980.0
David Levicki,980.0
Thaddeus Luster,980.0
Robert Lucarelli,980.0
Alberta Cerra Leon,980.0
Emmanuel Yarborough,980.0
Christophe Leninger,980.0
Roland Payne,980.0
Eldo Xavier Dias,980.0
Jason Fairn,980.0
Asbel Cancio,980.0
Andy Anderson,980.0
Larry Cureton,980.0
Ernie Verdicia,980.0
Jack McGlaughlin,980.0
John Matua,980.0
Francesco Maturi,980.0
David Hood,980.0
Gerry Harris,980.0
Keith Mielke,980.0
Thomas Ramirez,980.0
Paul Herrera,980.0
Matt Andersen,980.0
Scott Fiedler,980.0
Moti Horenstein,980.0
Dave Berry,980.0
Fabio Gurgel,980.0
Jackie Lee,980.0
Eric Martin,980.0
Wallid Ismail,980.0
Wes Albritton,980.0
Royce Alger,980.0
Dmitri Stepanov,980.0
Tony Halme,980.0
Donnie Chappell,980.0
Todd Butler,980.0
Houston Dorr,980.0
Josh Stuart,980.0
Courtney Turner,980.0
Eugenio Tadeu,980.0
Townsend Saunders,980.0
Noe Hernandez,980.0
Allan Goes,980.0
Bob Gilstrap,980.0
Joe Pardo,980.0
Paulo Santos,980.0
Adriano Santos,980.0
Darrel Gholar,980.0
Joey Roberts,980.0
Chris Condo,980.0
David Roberts,980.0
Flavio Luiz Moura,980.0
Lowell Anderson,980.0
Masutatsu Yano,980.0
Tiki Ghosn,980.0
Jermaine Andre,980.0
Alexandre Dantas,980.0
Alex Stiebling,980.0
Aaron Brink,980.0
Curtis Stout,980.0
Steve Berger,980.0
Joey Gilbert,980.0
Rodrigo Ruas,980.0
Zach Light,980.0
Nick Serra,980.0
James Zikic,980.0
Leigh Remedios,980.0
Richard Crunkilton,980.0
Romie Aram,980.0
Jeremy Jackson,980.0
Gerald Strebendt,980.0
Wade Shipp,980.0
Josh Rafferty,980.0
Alex Schoenauer,980.0
Lodune Sincaid,980.0
Chris Sanford,980.0
Jason Thacker,980.0
Bobby Southworth,980.0
Fabiano Scherner,980.0
Keigo Kunihara,980.0
Sean Gannon,980.0
Kerry Schall,980.0
Sammy Morgan,980.0
Brad Imes,980.0
Keith Wisniewski,980.0
Icho Larenas,980.0
Wes Combs,980.0
Jesse Forbes,980.0
Danny Abbadi,980.0
Ross Pointon,980.0
Josh Haynes,980.0
Joe Jordan,980.0
Pat Healy,980.0
Kristof Midoux,980.0
Crafton Wallace,980.0
Cory Walmsley,980.0
David Lee,980.0
Mario Neto,980.0
Justin James,980.0
Sherman Pendergarst,980.0
Steve Byrnes,980.0
Naoyuki Kotani,980.0
Edilberto de Oliveira,980.0
Andy Wang,980.0
Joe Veres,980.0
Dorian Price,980.0
John Kolosci,980.0
Richie Hightower,980.0
Dan Barrera,980.0
Billy Miles,980.0
Jared Rollins,980.0
Tommy Speer,980.0
Brad Morris,980.0
Dante Rivera,980.0
James Giboo,980.0
Johnny Rees,980.0
Brodie Farber,980.0
Cale Yarbrough,980.0
Andre Gusmao,980.0
David Baron,980.0
Razak Al-Hassan,980.0
John Polakowski,980.0
Jules Bruchez,980.0
Shane Primm,980.0
David Kaplan,980.0
Phillipe Nover,980.0
Tom Egan,980.0
Derek Downey,980.0
Neil Grove,980.0
Tim McKenzie,980.0
Frank Lester,980.0
Danillo Villefort,980.0
Justin Wren,980.0
Darrill Schoonover,980.0
Marcus Jones,980.0
Rolles Gracie,980.0
James Hammortree,980.0
Josh Bryant,980.0
Jamie Yager,980.0
Kris McCray,980.0
Vinicius Queiroz,980.0
Mark Scanlon,980.0
Mike Lullo,980.0
Fredson Paixao,980.0
Will Campuzano,980.0
Sako Chivitchian,980.0
Tyler Toner,980.0
Aaron Wilkinson,980.0
Josh Grispi,980.0
Norifumi Yamamoto,980.0
Antonio Banuelos,980.0
Damacio Page,980.0
Cole Escovedo,980.0
Ryan McGillivray,980.0
Chuck O'Neil,980.0
Jon Olav Einemo,980.0
Donny Walker,980.0
Luis Ramos,980.0
Joseph Sandoval,980.0
Byron Bloodworth,980.0
Dustin Neace,980.0
Josh Clopton,980.0
Josh Ferguson,980.0
Stephen Bass,980.0
Pat Schilling,980.0
Dan Stittgen,980.0
Bernardo Magalhaes,980.0
Oli Thompson,980.0
Besam Yousef,980.0
Yoislandy Izquierdo,980.0
Jeremy Larsen,980.0
Chris Saunders,980.0
Chris Tickle,980.0
John Cofer,980.0
Wagner Campos,980.0
John Teixeira,980.0
Delson Heleno,980.0
Anistavio Medeiros,980.0
Ulysses Gomez,980.0
Brendan Loughnane,980.0
Manuel Rodriguez,980.0
Colin Fletcher,980.0
Yuri Villefort,980.0
Jon Manley,980.0
Chris Spang,980.0
Adam Cella,980.0
Bristol Marunde,980.0
Jimmy Quinlan,980.0
Collin Hart,980.0
Gilbert Smith,980.0
Sheila Gaff,980.0
Rosi Sexton,980.0
Roger Gracie,980.0
Julie Kedzie,980.0
Nandor Guelmino,980.0
Garett Whiteley,980.0
Peggy Morgan,980.0
Jessica Rakoczy,980.0
Ben Wall,980.0
Dave Galera,980.0
Luiz Dutra,980.0
Sean Soriano,980.0
Mike Rhodes,980.0
Jumabieke Tuerxun,980.0
Albert Cheng,980.0
Alan Omer,980.0
Chris Indich,980.0
Sheldon Westcott,980.0
Jack May,980.0
Richardson Moreira,980.0
Wagner Silva,980.0
Marcio Alexandre Junior,980.0
Jake Lindsey,980.0
Josh Shockley,980.0
Dashon Johnson,980.0
Alexis Dufresne,980.0
Daniel Spohn,980.0
Matt Van Buren,980.0
Tina Lahdemaki,980.0
Mike King,980.0
Andreas Stahl,980.0
Nolan Ticman,980.0
Jianping Yang,980.0
Cain Carrizosa,980.0
Rodolfo Rubio Perez,980.0
Humberto Brown Morrison,980.0
Leonardo Morales,980.0
Emily Kagan,980.0
Angela Magana,980.0
Lisa Ellis,980.0
Alex Torres,980.0
Bentley Syler,980.0
Rocky Lee,980.0
Izabela Badurek,980.0
Leo Kuntz,980.0
Lukasz Sajewski,980.0
Steve Montgomery,980.0
Hayder Hassan,980.0
Dileno Lopes,980.0
Fernando Bruno,980.0
Daniel Jolly,980.0
Nazareno Malegarie,980.0
Bruno Korea,980.0
Cesar Arzamendia,980.0
Vernon Ramos Ho,980.0
Horacio Gutierrez,980.0
Enrique Marin,980.0
Abner Lloveras,980.0
Marcin Wrzosek,980.0
Martin Svensson,980.0
Cory Hendricks,980.0
Alex Ricci,980.0
Jim Wallhead,980.0
Charlie Ward,980.0
Kwan Ho Kwak,980.0
Carls John De Tomas,980.0
Michel Quinones,980.0
James Bochnovic,980.0
Terrion Ware,980.0
Daniel Teymur,980.0
James Mulheron,980.0
Mike Santiago,980.0
Kalindra Faria,980.0
Bharat Kandare,980.0
Ariel Beck,980.0
Karine Gevorgyan,980.0
Christina Marks,980.0
Maia Stevenson,980.0
John Phillips,980.0
Tyler Diamond,980.0
Allan Zuniga,980.0
Richie Smullen,980.0
Jay Cucciniello,980.0
Joe Giannetti,980.0
Te Edwards,980.0
Julija Stoliarenko,980.0
Michel Batista,980.0
Justin Frazier,980.0
Alex Gorgees,980.0
Suman Mokhtarian,980.0
Vinicius Moreira,980.0
Duda Santana,980.0
Rostem Akman,980.0
Dequan Townsend,980.0
Khadis Ibragimov,980.0
Antonio Arroyo,980.0
Jacob Kilburn,980.0
Aalon Cruz,980.0
Anthony Ivy,980.0
Carlton Minus,980.0
Roque Martinez,980.0
Jordan Williams,980.0
Victor Rodriguez,980.0
Louis Cosce,980.0
Collin Anglin,980.0
Micheal Gillmore,980.0
Gadzhi Omargadzhiev,980.0
Carlos Candelario,980.0
Brogan Walker,980.0
Steven Koslow,980.0
Nick Fiore,980.0
SeungGuk Choi,980.0
Yizha,980.0
Hailey Cowan,980.0
Manolo Zecchini,980.0
Kiefer Crosbie,980.0
Marnic Mann,980.0
Rayanne dos Santos,980.0
Timmy Cuamba,980.0
Brendson Ribeiro,980.0
Abdul-Kareem Al-Selwady,980.0
Benardo Sopaj,980.0
Igor Severino,980.0
Dylan Budka,980.0
Pedro Falcao,980.0
James Llontop,980.0
Ernesta Kareckaite,980.0
Tuco Tokkos,980.0
Kaan Ofli,980.0
Robert Valentin,980.0
Zygimantas Ramaska,980.0
Jose Ochoa,980.0
Feng Xiaocan,980.0
Kiru Sahota,980.0
Baergeng Jieleyisi,980.0
Jose Daniel Medina,979.99
Will Chope,979.98
Fabio Cherant,979.96
Chris de la Rocha,979.95
Marcin Bandel,979.94
Vinicius Salvador,979.94
John Campetella,979.93
Gideon Ray,979.93
Colin Robinson,979.93
Ryan Roberts,979.93
Istela Nunes,979.92
Luis Pajuelo,979.88
Jeff Newton,979.87
Cortavious Romious,979.87
Rick Davis,979.86
Mohammad Yahya,979.82
Tom DeBlass,979.75
Marcelo Rojo,979.75
Genaro Valdez,979.63
Braxton Smith,979.62
Carlos Mota,979.54
Sarah Alpar,979.53
Grigory Popov,979.5
Estevan Payan,979.4
Nick Penner,979.38
Satoshi Honma,979.32
Jerome Rivera,979.3
Nissen Osterneck,979.29
Gloria de Paula,979.29
Daiju Takase,979.23
Samy Schiavo,979.21
Roger Bowling,979.21
Dakota Bush,979.17
Anthony Lapsley,979.1
Denys Bondar,979.1
Jordan Vucenic,979.09
Solomon Hutcherson,979.08
Jeff Curran,979.06
Max Rohskopf,979.06
Alex Andrade,979.05
Rin Nakai,979.05
Anton Zafir,979.05
Carlos Barreto,979.04
Tony Petarra,979.04
Lewis Gonzalez,979.04
Khusein Askhabov,979.04
Kyle Stewart,979.02
Joe Vedepo,979.0
Dustin Stoltzfus,979.0
Paul Georgieff,978.99
Allen Berube,978.98
Maciej Jewtuszko,978.98
TJ Laramie,978.98
Motonobu Tezuka,978.97
Zarah Fairn,978.97
Ali AlQaisi,978.97
Angel Pacheco,978.97
Ronald Jhun,978.96
Nick Aguirre,978.96
Rob Yundt,978.95
Eddie Mendez,978.95
Erik Silva,978.94
David Dodd,978.93
Xavier Foupa-Pokam,978.93
Ricky Rainey,978.93
Joshua Weems,978.93
Dieusel Berto,978.92
Jason Gilliam,978.92
Ivan Serati,978.92
Guilherme Vasconcelos,978.92
Wendell Oliveira Marques,978.92
Danilo Belluardo,978.92
Yusaku Kinoshita,978.92
Hector Ramirez,978.91
Diego Saraiva,978.91
Ryan MacDonald,978.91
Vince Cachero,978.91
Brian Geraghty,978.9
Aaron Phillips,978.9
Nyamjargal Tumendemberel,978.9
Charlie Valencia,978.87
Yuri Vaulin,978.86
Ray Wizard,978.85
He-Man Gipson,978.85
Sam Fulton,978.85
Nate Schroeder,978.85
Sean Alvarez,978.85
Ansar Chalangov,978.85
Kristian Rothaermel,978.85
Luke Caudillo,978.85
Edward Faaloloto,978.85
Jorge Lopez,978.85
Jesse Ronson,978.85
Roldan Sangcha'an,978.85
Shane Howell,978.85
Jorge de Oliveira,978.85
Konstantin Erokhin,978.85
Roger Zapata,978.85
Leonardo Guimaraes,978.85
Dmitrii Smoliakov,978.85
Chan-Mi Jeon,978.85
Boston Salmon,978.85
Domingo Pilarte,978.85
Dean Barry,978.85
Matt Lucas,978.84
Shunichi Shimizu,978.84
Alberto Uda,978.8
Drako Rodriguez,978.8
Thibault Gouti,978.79
Filip Pejic,978.79
Saeed Hosseini,978.78
Steve Judson,978.78
Mark Holst,978.78
Shannon Ross,978.78
Alice Ardelean,978.78
Chris Liguori,978.77
James Lee,978.75
Charalampos Grigoriou,978.75
Elias Garcia,978.74
Brandon Jenkins,978.72
Liang Na,978.7
Eiji Mitsuoka,978.69
Hu Yaozong,978.69
Marcos Mariano,978.55
Bobby Voelker,978.53
Zelim Imadaev,978.5
Tommy Hayden,978.49
Ivan Erslan,978.48
Paul Bradley,978.37
Mandy Bohm,978.23
Robert Bryczek,978.18
Antonio Dos Santos,978.1
Steve Kennedy,978.1
Sean Sharaf,978.02
Felipe Olivieri,978.01
Fernie Garcia,977.88
Connor Matthews,977.85
Barb Honchak,977.84
Isabela de Padua,977.83
JP Buys,977.77
Cameron Dollar,977.71
Wulijiburen,977.71
Carli Judice,977.71
Chris Avila,977.7
Joao Pierini,977.68
Steven Nguyen,977.66
Kelly Faszholz,977.65
Rashad Coulter,977.61
Ike Villanueva,977.26
Steve Steinbeiss,976.94
Cody East,976.77
Sung Bin Jo,976.77
Tom Blackledge,976.74
